,İlan No:,İlan Tarihi:,Marka:,Seri:,Model:,Yıl:,Yakıt Tipi:,Vites Tipi:,Motor Hacmi:,Motor Gücü:,Kilometre:,car_link:,price,boya_degisen,aciklama
10, 16503198   , 03 Şubat 2021   , Opel   , Corsa   , 1.2 Elegance   , 2020   , Benzin   , Otomatik   , 1200 cm3' e kadar   , 76 - 100 HP   , 1.280 km   ,https://www.arabam.com//ilan/galeriden-satilik-opel-corsa-1-2-elegance/dragon-motors-2020-corsa-1-2t-elegance-cam-tavan-cift-renk/16503198,  218.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,DRAGON MOTORS2020 OPEL CORSA ELEGANCE“1.2 TURBO 100 BG.”“BİN İKİ YÜZ KM.”CAM TAVANÇİFT RENKTRAMER:HASAR KAYDI YOKTUR EKSPERTİZ:HATASIZ*ÖZELLİKLER*ŞERİT TAKİP SİSTEMİÇARPIŞMA ÖNLEYİCİ SİSTEMTABELA OKUMA SİSTEMİELEKTRONİK PARK FRENİOTOMATİK UZUN FAR SİSTEMİJOYSTICK VİTESF1 ŞANZIMAN3 FARKLI SÜRÜŞ MODUIYOKUŞ KALKIŞ DESTEĞİSÜRÜCÜ YORGUNLUK UYARI SİSTEMİYAYA ALGILAMA ACİL FREN SİSTEMİHIZ SABİTLEMEÖN – ARKA LED FARLARLED GÜNDÜZ FARLARIPARK SENSÖRÜFAR – YAĞMUR SENSÖRÜNAVİGASYON HAZIRLIĞIBLUETOOTH – AUX – USB BAĞLANTIAPPLE CAR PLAY7” DOKUNMATİK EKRAN16” ALAŞIMLI JANTLARV.S….ADRES: OTOPORT AVM E-5 YOLU ÜZERİ HARAMİDERE KAVŞAĞI KAT:6 NO:190-191-192YETKİLİ: SELÇUK DABANLI0530 652 80 70
11, 15675356   , 03 Şubat 2021   , BMW   , 7 Serisi   , 730d Long Standart   , 2006   , Dizel   , Otomatik   , 2993 cc   , 231 hp   , 415.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-bmw-7-serisi-730d-long-standart/dragon-motors-bmw-7-30d-long-sinifinin-en-dolusu/15675356,  230.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,DRAGON MOTORS2006 BMW 7.30d LONGARAÇ MAKAM ARACI OLARAK UZUN YOLDA KULLANILMIŞTIR“415.000 KM”SİYAH İÇİ TABADERİ DÖŞEME HİÇ KULLLANILMAMIŞ SIFIR KOKUSU ÜZERİNDE TRAMER:PARÇA PARÇA 38.000 TL *ÖZELLİKLER*​VAKUMLU KAPILARELEKTRKLİ BAGAJ 4 KOLTUK ISITMAELEKTRKLİ HAFIZALI KOLTUKLAREĞLENCE PAKETİAKTİF TVDIGITAL 4 YÖNLÜ KLİMAELEKTRKLİ AYARLANABİLİR DİREKSİYONARKA ELEKTRİKLİ PERDELERSUNROOFGENİŞ KAPSAMLI YOL BİLGİSAYARISTART STOPHIZ SABİTLEYİCİ4 FARKLI SÜRÜŞ MODUAUTO HOLDV.S….ADRES: OTOPORT AVM E-5 YOLU ÜZERİ HARAMİDERE KAVŞAĞI KAT:6 NO:190-191-192YETKİLİ: SELÇUK DABANLITEL:0530-652-8070HALİL İBRAHİM BEYTEL:0533-214-2987
12, 16403107   , 03 Şubat 2021   , Renault   , Clio   , 1.5 dCi Authentique   , 2004   , Dizel   , Düz   , 1461 cc   , 65 hp   , 165.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-renault-clio-1-5-dci-authentique/degisensiz/16403107,  51.999 TL  , Satıcı bu ilan için boya - değişen  - tramer bilgisi vermemiştir.Detaylı bilgi almak için satıcı ile iletişime geçebilirsiniz. ,Arac full klimalidir paket  DEGİŞEN YOK komple temizlik boyası vardır cok temiz Bi aractır bütün bakımları yapılmıştır ön takım sıfır yapılmıştır 
13, 16632912   , 03 Şubat 2021   , Ford   , Focus   , 1.6 TDCi Trend X   , 2013   , Dizel   , Düz   , 1560 cc   , 115 hp   , 157.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-ford-focus-1-6-tdci-trend-x/ozeloglu-otomotiv-den-2013-ford-focus-1-6-tdci-trend-x-157000-km/16632912,  137.500 TL  , Satıcı bu ilan için boya - değişen  bilgisi vermemiştir.Detaylı bilgi almak için satıcı ile iletişime geçebilirsiniz.   Toplam Tramer Tutarı:  0 TL  ,Ford Focus 1.6 TDCi Trend X
14, 16632226   , 03 Şubat 2021   , Fiat   , Tipo   , 1.4 SX ie   , 1998   , LPG & Benzin   , Düz   , 1372 cc   , 70 hp   , 153.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-fiat-tipo-1-4-sx-ie/galeriden-fiat-tipo-1-4-sx-ie-1998-model-van/16632226,  33.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Boyanmış  Arka Kaput:  Boyanmış  Sol Arka Çamurluk:  Boyanmış  Sağ Arka Kapı:  Boyanmış  Sağ Ön Kapı:  Boyanmış  Tavan:  Boyanmış  Sol Arka Kapı:  Boyanmış  Sol Ön Kapı:  Boyanmış  Sağ Ön Çamurluk:  Boyanmış  Motor Kaputu:  Boyanmış  Sol Ön Çamurluk:  Boyanmış  Ön Tampon:  Boyanmış  Arka Tampon:  Boyanmış  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,Aracımız çok temiz olup hiçbir sıkıntısı motoru yürüyeni gayet iyi durumdadır araç yaşından dolayı komple boyalıdır alıcısına hayırlı olsun
15, 15939786   , 03 Şubat 2021   , Hyundai   , i10   , 1.2 D-CVVT Elite   , 2016   , Benzin   , Otomatik   , 1201 - 1400 cm3   , 76 - 100 HP   , 45.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-hyundai-i10-1-2-d-cvvt-elite/2016-model-i10-elite-1-2-otomatik-orjinal-45-bin-km-de/15939786,  136.900 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"2016 MODEL HYUNDAİ İ10 ELİTE
1.2 TAM OTOMATİK 87 BG 
İLK SAHİBİNDEN ALINDI. 
​ORJİNAL 45 BİN KM DE YETKİLİ SERVİS BAKIMLI OCAK 2022 FABRİKA GARANTİSİNDE
DEĞİŞEN YOK HASAR KAYDI YOK
SOL ARKA KAPI VE ÇAMURLUĞUN BİRLEŞTİĞİ
ALT KISIMDA LOKAL ÇİZİK BOYASI VARDIR. 
HATASIZ KUSURSUZ. 
YEDEK ANAHTARI MEVCUT 
PLAKA 35 NGT 64
​İLETİŞİM: 0532 260 98 29 ALPASLAN LALANCI
"
16, 16625398   , 03 Şubat 2021   , BMW   , 1 Serisi   , 116i Comfort   , 2014   , Benzin   , Otomatik   , 1598 cc   , 136 hp   , 109.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-bmw-1-serisi-116i-comfort/ozeloglu-otomotiv-den-degisensiz-boyasiz-tramersiz-109-000-km-de/16625398,  225.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,MOTOR VE ŞANZUMAN AKSAMLARI KUSURSUZDUR.BAKIMLARI EKSİKSİZ VE ZAMANINDA DÜZENLİ OLARAK YETKİLİ SERVİSTE YAPILMIŞTIR.ARACIM EXPERTİZ GARANTİLİ OLUP İSTENİLEN YERDE GEREKLİ KONTROLLER YAPTIRILABİLİR.
17, 16658676   , 04 Şubat 2021   , Renault   , Scenic   , 1.6 Privilege   , 2004   , LPG & Benzin   , Otomatik   , 1598 cc   , 115 hp   , 220.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-renault-scenic-1-6-privilege/yavuzlar-otomotiv-den-reno-scanic-1-6-benzin-lpg-otomatik-vites-privilaj-cam-tavan/16658676,  79.900 TL  , Satıcı bu ilan için boya - değişen  - tramer bilgisi vermemiştir.Detaylı bilgi almak için satıcı ile iletişime geçebilirsiniz. ,ARACIMIZ 2004 MODEL FULL PAKET 220000 BİNDE ARACIN SOL ARKA ÇAMURLUĞU DEĞİŞİK ÖN TARAFDA İŞLEM BOYA DEĞİŞME YOKTUR PARÇA PARÇA 19000 TREMER VARDIR
18, 16024868   , 04 Şubat 2021   , Ford   , Focus   , 1.6 TDCi Trend X   , 2017   , Dizel   , Düz   , 1560 cc   , 95 hp   , 155.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-ford-focus-1-6-tdci-trend-x/turgut-otomotiv-den-focus-1-6-tdci-trend-x/16024868,  172.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sol Ön Kapı:  Boyanmış  Sol Ön Çamurluk:  Boyanmış  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş   Tramer tutarı yok   , ﻿***TURGUT OTOMOTİV'DEN***  ﻿﻿  ARAÇTA 1 ÇAMURLUK 1 KAPI BOYALIDIR  MOTOR YÜRÜYEN SORUNSUZDUR MODELİNDE BİRİNCİ SINIFTIREKSPER RAPORU FOTOLARDA MEVCUTTUR  ALICIYA ŞİMDİDEN HAYIRLI UĞURLU OSLUN İNŞALLAH ....     DETAYLI BİLGİ İÇİN ARAYINIZ..           GSM=0532 208 04 24       HASAR KAYDI YOKTUR             ﻿  https://www.arabam.com/galeri/turgut-otomotiv-diyarbakir/ 
19, 15992512   , 04 Şubat 2021   , Ford   , Focus   , 1.6 TDCi Trend X   , 2014   , Dizel   , Düz   , 1560 cc   , 95 hp   , 238.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-ford-focus-1-6-tdci-trend-x/turgut-otomotiv-den-focus-1-6-tdci-trend-x/15992512,  129.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Arka Kaput:  Değişmiş  Sağ Arka Kapı:  Boyanmış  Sağ Ön Çamurluk:  Değişmiş  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş   Toplam Tramer Tutarı:  9.000 TL  , ﻿***TURGUT OTOMOTİV'DEN***  ﻿﻿  ARAÇTA 1 ÇAMURLUK VE BAĞAÇ DEĞİŞEN 1 PARÇA 1 YAMA BOYA VARDIRMOTOR YÜRÜYEN SORUNSUZDUR MODELİNDE BİRİNCİ SINIFTIREKSPER RAPORU FOTOLARDA MEVCUTTUR  ALICIYA ŞİMDİDEN HAYIRLI UĞURLU OSLUN İNŞALLAH ....     DETAYLI BİLGİ İÇİN ARAYINIZ..           GSM=0532 208 04 24       HASAR KAYDI 9000 TL             ﻿  https://www.arabam.com/galeri/turgut-otomotiv-diyarbakir/ 
20, 16477911   , 04 Şubat 2021   , Tofaş   , Doğan   , SLX   , 1996   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 190.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-tofas-dogan-slx/galeriden-tofas-dogan-slx-1996-model-gaziantep/16477911,  30.000 TL  , Satıcı bu ilan için boya - değişen  - tramer bilgisi vermemiştir.Detaylı bilgi almak için satıcı ile iletişime geçebilirsiniz. ,Tofaş Doğan SLX
21, 16657882   , 04 Şubat 2021   , Honda   , Civic   , 1.5 i-VTEC RS   , 2018   , Benzin   , Otomatik   , 1498 cc   , 182 hp   , 32.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-honda-civic-1-5-i-vtec-rs/hz-motors-tan-2018-model-32-000-km-boyasiz-hatasiz-rs-ekstrali-tertemiz/16657882,  289.900 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş   Tramer tutarı yok   ,"HZ MOTORS

 2018
MODEL 32.000 KM 1.5
TURBO 182 HP OTOMATİK
 
 HATASIZ-KAZASIZ-BOYASIZ-ORJİNAL-EKSTRALI
 
 6
YIL GARANTİ KAPSAMINDA
 
 ARACIMIZIN
TÜM BAKIMLARI YETKİLİ SERVİSTE YAPILMIŞTIR
 
 TÜM
EKSTRALAR YETKİLİ SERVİSTE EKLENMİŞTİR
 
 MOTOR,
ŞANZUMAN, MEKANİK-ELEKTRONİK AKSAMLARDA SORUN YOKTUR
 
 SERAMİK
KAPLAMA+BOYA KORUMA 4 AY ÖNCE YENİLENMİŞTİR
 
 SAĞ
ARKA ÇAMURLUKTA GÖZE BATMAYAN ÇİZİK MEVCUT
 
RS
DONANIMA EK OLARAK;
 
ÖZEL RS
LED STOP FARLARI
KÖPEKBALIĞI
ANTEN
KARARTMALI
DİKİZ AYNASI
İÇ
AMBİANS AYDINLATMA
FC5 RS
IŞIKLI KAPI EŞİK NIKELAJI
SPOR
BODY-KİT PAKET
RS
IŞIKLI BAGAJ SPOILERİ
 
STANDART DONANIM;
 
DİJİTAL KLİMA
SUNROOF
FONKSİYONEL DERİ
DİREKSİYON
PADDLE
SHIFT (F1)
CAR PLAY
ECON
FONKSİYONU
ISITMALI DERİ
KOLTUKLAR
HAYALET GÖSTERGE /
GENİŞ MULTİMEDYA EKRAN
ELEKTRİKLİ ﻿EL FRENİ / FRENDE
TUTMA
ANAHTARSIZ GİRİŞ –
ÇALIŞTIRMA
ÖN – ARKA PARK SENSÖRÜ
GENİŞ MULTİMEDYA EKRAN
GERİ GÖRÜŞ KAMERASI
BLUETOOTH / USB / AUX / HDMI
ECON MOD DUYARLI CRUISE
CONTROL
LED FARLAR
NAVİGASYON
VS..
 "
22, 16660361   , 04 Şubat 2021   , Ford   , Focus   , 1.6 Trend X   , 2012   , Benzin   , Otomatik   , 1601 - 1800 cm3   , 76 - 100 HP   , 92.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-ford-focus-1-6-trend-x/ozeloglu-otomotiv-den-2012-focus-92-bin-km-de-trend-x/16660361,  147.250 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,ARACIMIZIN MOTOR YÜRÜYEN ŞANZIMAN AKSAMI KUSURSUZDUR..KİLOMETRESİ 92.000 ORJBAKIMLARI TAMDIRİÇ DÖŞEMELERİNDE YANIK YIRTIK DEFORME YOKTUR..
23, 16136012   , 04 Şubat 2021   , Seat   , Leon   , 1.6 TDI CR Style   , 2014   , Dizel   , Yarı Otomatik   , 1598 cc   , 105 hp   , 98.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-seat-leon-1-6-tdi-cr-style/auto-es-den-dizel-otomatik-led-paket-ozel-renk-orjinal-98-000-km/16136012,  173.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,DİZEL OTOMATİK ORJİNAL 98.000 KMİLK SAHİBİNDENSERVİS BAKIMLIÖZEL RENKKAHVERENGİ GEÇİYORLED PAKETSTART STOPCRUISE CONTROL ÖN ARKA PARK SENSÖRÜFAR YAĞMUR SENSÖRÜ KATLANIR AYNAGİBİ BAZI ÖZELLİKLERE SAHİP ÇİZİKDEN DOLAYI KAPUT VE SAĞ TARAF BOYALITRAMER KAYDI 2.500 TLİÇ DIŞ TEMİZLİK VE BOYA KORUMASI YAPILMIŞ MASRAFSIZ SORUNSUZ SATIŞA HAZIR
24, 16565925   , 04 Şubat 2021   , Volkswagen   , Passat   , 1.4 TSi BlueMotion Comfortline   , 2016   , Benzin   , Düz   , 1395 cc   , 125 hp   , 66.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-comfortline/degisensin-kayitsiz-cam-tavan/16565925,  272.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,Sağ ön çamurluk ve kaputun ucunda bir karış kadar boya ve arka bagaj kapağında Amblemin yanında 20-25 cm lokal boya var gerisi BOYASIZ DEĞİŞENSİZAracınız UŞAK TA
25, 16092895   , 04 Şubat 2021   , Toyota   , Corolla   , 1.4 D-4D Advance   , 2014   , Dizel   , Düz   , 1201 - 1400 cm3   , 76 - 100 HP   , 162.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-advance/cengiz-otomotiv-den-2014-toyota-corolla-dizel-advance-1-4-d4/16092895,  153.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"Sağ iki kapı değişen 
sağ arka çamurluk boyalı gerisi hatasız 
tertemiz araç 
geri görüş 
geniş ekran 
Alıcısına Hayırlı olsun 
"
26, 16092894   , 04 Şubat 2021   , Peugeot   , 301   , 1.6 HDi Active   , 2017   , Dizel   , Düz   , 1401 - 1600 cm3   , 76 - 100 HP   , 111.300 km   ,https://www.arabam.com//ilan/galeriden-satilik-peugeot-301-1-6-hdi-active/acil-fiyat-dustu-2017-peugeot-301-active-hatasiz-boyasiz/16092894,  118.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"darbesiz boyasız 
tramersiz 
yeni kasa 
Alıcısına Hayırlı olsun 
"
27, 16525916   , 04 Şubat 2021   , Volkswagen   , Passat   , 1.6 TDi BlueMotion Highline   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 180.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/hatasiz-boyasiz/16525916,  335.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,HATASIZ BOYASIZKOMPLE SERVİS BAKIMLI ÇİFT NAVİGASYONSEYİR HALİNDE VİDEO OYNATMA NOT:SADECE SOL İKİ KAPI SÖK TAK KURU ÇEKİÇ YAPILMIŞTIR
28, 16199758   , 04 Şubat 2021   , Audi   , A3   , A3 Sedan 1.6 TDI Ambiente   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 193.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-audi-a3-sedan-1-6-tdi-ambiente/ici-taba-ozel-uretim/16199758,  255.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,ARACIN İÇİ ÖZEL BAYİ ÇIKIŞLI TABA RENGİDİR ​SANROOFDijital KlimaBluetoothFonksiyonel DireksiyonAlaşımlı JantFar Ve Yağmur SensörüLastik Basınç SensörüPark SensörüYokuş Kalkış DesteğiCruise ControlElektronik El FreniVE DAHA SAYAMADIĞIMIZ BİR ÇOK ÖZELLİK MEVCUTTUR GÖZLE GÖRÜLMEYE DEĞER BİR ARAÇTIRMATRİX FAR FLAŞ LED ZENON ARAÇ FULL ARTI FULLDÜRARAÇ EMSALLERİNE GÖRE ÇOK TEMİZDİR SIFIR KOKUSU ÜZERİNDEDİR İÇERİSİNDE HERHANGİ BİR DEFORMASYON YIRTIK YANIK VS YOKTUR !!!*SAĞ ARKA KAPI KORDON ALTI BOYALI*5.000 TRAMER MEVCUT
29, 16543350   , 04 Şubat 2021   , Opel   , Astra   , 1.4 Classic   , 2008   , Benzin   , Düz   , 1364 cc   , 90 hp   , 85.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-opel-astra-1-4-classic/tr-de-sayili-arac-2008-model-85-binde/16543350,  85.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş   Tramer tutarı yok   ,"HATA,BOYA,TRAMER YOKTUR.GÜNEŞ YANIĞI KESİNLİKLE YOKTUR.MOTOR,ŞANZIMAN KUSURSUZDUR.MUAYENEYE YAKLASIK 8 AY VARDIR.4 LASTİK YENİDİRKM ORİJİNALDİRTÜVTÜRK MUAYENE KAĞITLARI MEVCUTTUR.STEPNESİ HİÇ KULLANILMAMIŞTIR"
